TRAINER_LEADER_MISTY_1	2	BEACON	BEACON	PASS
TRAINER_LEADER_MISTY_2	1	BEACON	BEACON	PASS
TRAINER_LEADER_MISTY_2	2	PUDDLES	PUDDLES	PASS
TRAINER_LEADER_MISTY_2	3	TWINKLE	TWINKLE	PASS
TRAINER_LEADER_MISTY_3	1	TWINKLE	??????????	FAIL
TRAINER_LEADER_MISTY_3	2	PUDDLES	??????????	FAIL
TRAINER_LEADER_MISTY_3	3	BEACON	??????????	FAIL
TRAINER_LEADER_MISTY_4	1	TWINKLE	TWINKLE	PASS
TRAINER_LEADER_MISTY_4	2	BEACON	BEACON	PASS
TRAINER_LEADER_MISTY_4	3	PUDDLES	PUDDLES	PASS
TRAINER_LEADER_MISTY_4	4	SKIPPER	SKIPPER	PASS
TRAINER_LEADER_MISTY_5	1	SKIPPER	SKIPPER	PASS
TRAINER_LEADER_MISTY_5	2	DUCKY	DUCKY	PASS
TRAINER_LEADER_MISTY_5	3	PUDDLES	PUDDLES	PASS
TRAINER_LEADER_MISTY_5	4	BEACON	BEACON	PASS
TRAINER_LEADER_MISTY_5	5	TWINKLE	TWINKLE	PASS
TRAINER_LEADER_MISTY_6	1	TWINKLE	TWINKLE	PASS
TRAINER_LEADER_MISTY_6	2	DUCKY	DUCKY	PASS
TRAINER_LEADER_MISTY_6	3	PUDDLES	PUDDLES	PASS
TRAINER_LEADER_MISTY_6	4	RIBBONS	RIBBONS	PASS
TRAINER_LEADER_MISTY_6	5	BEACON	BEACON	PASS
TRAINER_LEADER_MISTY_7	1	RIBBONS	RIBBONS	PASS
TRAINER_LEADER_MISTY_7	2	BEACON	BEACON	PASS
TRAINER_LEADER_MISTY_7	3	DUCKY	DUCKY	PASS
TRAINER_LEADER_MISTY_7	4	PUDDLES	PUDDLES	PASS
TRAINER_LEADER_MISTY_7	5	TWINKLE	TWINKLE	PASS
TRAINER_LEADER_MISTY_7	6	SKIPPER	SKIPPER	PASS
TRAINER_LEADER_LT_SURGE_1	1	SPARKY	SPARKY	PASS
TRAINER_LEADER_LT_SURGE_1	2	FUSE	FUSE	PASS
TRAINER_LEADER_ERIKA_1	1	HONEY	??????????	FAIL
TRAINER_LEADER_ERIKA_1	2	DAHLIA	??????????	FAIL
TRAINER_LEADER_ERIKA_2	1	DAHLIA	DAHLIA	PASS
TRAINER_LEADER_ERIKA_2	2	HONEY	HONEY	PASS
TRAINER_LEADER_ERIKA_2	3	TANGLE	TANGLE	PASS
TRAINER_LEADER_ERIKA_3	1	HONEY	HONEY	PASS
TRAINER_LEADER_ERIKA_3	2	DAHLIA	DAHLIA	PASS
TRAINER_LEADER_ERIKA_3	3	TANGLE	TANGLE	PASS
TRAINER_LEADER_ERIKA_4	1	HONEY	HONEY	PASS
TRAINER_LEADER_ERIKA_4	2	TANGLE	TANGLE	PASS
TRAINER_LEADER_ERIKA_4	3	DAHLIA	DAHLIA	PASS
TRAINER_LEADER_ERIKA_4	4	BONSAI	BONSAI	PASS
TRAINER_LEADER_ERIKA_5	1	MARIGOLD	MARIGOLD	PASS
TRAINER_LEADER_ERIKA_5	2	BONSAI	BONSAI	PASS
TRAINER_LEADER_ERIKA_5	3	MAPLE	MAPLE	PASS
TRAINER_LEADER_ERIKA_5	4	HONEY	HONEY	PASS
TRAINER_LEADER_ERIKA_5	5	TANGLE	TANGLE	PASS
TRAINER_LEADER_ERIKA_6	1	BONSAI	BONSAI	PASS
TRAINER_LEADER_ERIKA_6	2	MAPLE	MAPLE	PASS
TRAINER_LEADER_ERIKA_6	3	HONEY	HONEY	PASS
TRAINER_LEADER_ERIKA_6	4	DAHLIA	DAHLIA	PASS
TRAINER_LEADER_ERIKA_6	5	TANGLE	TANGLE	PASS
TRAINER_LEADER_ERIKA_7	1	MAPLE	MAPLE	PASS
TRAINER_LEADER_ERIKA_7	2	BONSAI	BONSAI	PASS
TRAINER_LEADER_ERIKA_7	3	MARIGOLD	MARIGOLD	PASS
TRAINER_LEADER_ERIKA_7	4	HONEY	HONEY	PASS
TRAINER_LEADER_ERIKA_7	5	DAHLIA	DAHLIA	PASS
TRAINER_LEADER_ERIKA_7	6	TANGLE	TANGLE	PASS
TRAINER_LEADER_KOGA_1	1	HAZE	HAZE	PASS
TRAINER_LEADER_KOGA_1	2	INK	INK	PASS
TRAINER_LEADER_BLAINE_1	1	EMBER	EMBER	PASS
TRAINER_LEADER_BLAINE_1	2	BUNSEN	BUNSEN	PASS
TRAINER_LEADER_SABRINA_1	1	SAGE	SAGE	PASS
TRAINER_LEADER_SABRINA_1	2	REVERIE	REVERIE	PASS
TRAINER_CHANNELER_1	1	CADET	CADET	PASS
TRAINER_CHANNELER_1	2	SPARKY	SPARKY	PASS
TRAINER_CHANNELER_1	3	FUSE	FUSE	PASS
TRAINER_CHANNELER_2	1	SPARKY	SPARKY	PASS
TRAINER_CHANNELER_2	2	BOOST	BOOST	PASS
TRAINER_CHANNELER_2	3	RIVET	RIVET	PASS
TRAINER_CHANNELER_3	1	SPARKY	SPARKY	PASS
TRAINER_CHANNELER_3	2	SARGE	SARGE	PASS
TRAINER_CHANNELER_3	3	FUSE	FUSE	PASS
TRAINER_CHANNELER_3	4	RIVET	RIVET	PASS
TRAINER_CHANNELER_4	1	SPARKY	??????????	FAIL
TRAINER_CHANNELER_4	2	SARGE	??????????	FAIL
TRAINER_CHANNELER_4	3	BOOST	??????????	FAIL
TRAINER_CHANNELER_4	4	BUDDY	??????????	FAIL
TRAINER_CHANNELER_4	5	FUSE	??????????	FAIL
TRAINER_CHANNELER_5	1	SPARKY	SPARKY	PASS
TRAINER_CHANNELER_5	2	FUSE	FUSE	PASS
TRAINER_CHANNELER_5	3	RIVET	RIVET	PASS
TRAINER_CHANNELER_5	4	SARGE	SARGE	PASS
TRAINER_CHANNELER_5	5	MAJOR	MAJOR	PASS
TRAINER_CHANNELER_6	1	SPARKY	SPARKY	PASS
TRAINER_CHANNELER_6	2	FUSE	FUSE	PASS
TRAINER_CHANNELER_6	3	RIVET	RIVET	PASS
TRAINER_CHANNELER_6	4	RADAR	RADAR	PASS
TRAINER_CHANNELER_6	5	SARGE	SARGE	PASS
TRAINER_CHANNELER_6	6	MAJOR	MAJOR	PASS
TRAINER_CHANNELER_7	1	HAZE	HAZE	PASS
TRAINER_CHANNELER_7	2	WHISPER	WHISPER	PASS
TRAINER_CHANNELER_7	3	INK	INK	PASS
TRAINER_CHANNELER_8	1	WHISPER	WHISPER	PASS
TRAINER_CHANNELER_8	2	SILK	SILK	PASS
TRAINER_CHANNELER_8	3	HAZE	HAZE	PASS
TRAINER_BUG_CATCHER_3	1	WHISPER	WHISPER	PASS
TRAINER_BUG_CATCHER_3	2	SILK	SILK	PASS
TRAINER_BUG_CATCHER_3	3	HAZE	HAZE	PASS
TRAINER_BUG_CATCHER_3	4	INK	INK	PASS
TRAINER_BUG_CATCHER_4	1	WHISPER	WHISPER	PASS
TRAINER_BUG_CATCHER_4	2	SILK	SILK	PASS
TRAINER_BUG_CATCHER_4	3	HAZE	HAZE	PASS
TRAINER_BUG_CATCHER_4	4	INK	INK	PASS
TRAINER_BUG_CATCHER_4	5	DUMPLING	DUMPLING	PASS
TRAINER_BUG_CATCHER_5	1	WHISPER	??????????	FAIL
TRAINER_BUG_CATCHER_5	2	SILK	??????????	FAIL
TRAINER_BUG_CATCHER_5	3	INK	??????????	FAIL
TRAINER_BUG_CATCHER_5	4	HAZE	??????????	FAIL
TRAINER_BUG_CATCHER_5	5	PUFF	??????????	FAIL
TRAINER_BUG_CATCHER_6	1	WHISPER	??????????	FAIL
TRAINER_BUG_CATCHER_6	2	SILK	??????????	FAIL
TRAINER_BUG_CATCHER_6	3	INK	??????????	FAIL
TRAINER_BUG_CATCHER_6	4	HAZE	??????????	FAIL
TRAINER_BUG_CATCHER_6	5	DUMPLING	??????????	FAIL
TRAINER_BUG_CATCHER_6	6	SHADE	??????????	FAIL
TRAINER_BUG_CATCHER_7	1	EMBER	EMBER	PASS
TRAINER_BUG_CATCHER_7	2	FAHRENHEIT	FAHRENHEIT	PASS
TRAINER_BUG_CATCHER_7	3	BUNSEN	BUNSEN	PASS
TRAINER_BUG_CATCHER_8	1	FAHRENHEIT	FAHRENHEIT	PASS
TRAINER_BUG_CATCHER_8	2	COMET	COMET	PASS
TRAINER_BUG_CATCHER_8	3	EMBER	EMBER	PASS
TRAINER_LEADER_BLAINE_4	1	FAHRENHEIT	FAHRENHEIT	PASS
TRAINER_LEADER_BLAINE_4	2	COMET	COMET	PASS
TRAINER_LEADER_BLAINE_4	3	EMBER	EMBER	PASS
TRAINER_LEADER_BLAINE_4	4	BUNSEN	BUNSEN	PASS
TRAINER_LEADER_BLAINE_5	1	FAHRENHEIT	FAHRENHEIT	PASS
TRAINER_LEADER_BLAINE_5	2	COMET	COMET	PASS
TRAINER_LEADER_BLAINE_5	3	EMBER	EMBER	PASS
TRAINER_LEADER_BLAINE_5	4	BUNSEN	BUNSEN	PASS
TRAINER_LEADER_BLAINE_5	5	SIMMER	SIMMER	PASS
TRAINER_LEADER_BLAINE_6	1	BUNSEN	BUNSEN	PASS
TRAINER_LEADER_BLAINE_6	2	COMET	COMET	PASS
TRAINER_LEADER_BLAINE_6	3	FAHRENHEIT	FAHRENHEIT	PASS
TRAINER_LEADER_BLAINE_6	4	SIMMER	SIMMER	PASS
TRAINER_LEADER_BLAINE_6	5	EMBER	EMBER	PASS
TRAINER_LEADER_BLAINE_7	1	BUNSEN	??????????	FAIL
TRAINER_LEADER_BLAINE_7	2	EMBER	??????????	FAIL
TRAINER_LEADER_BLAINE_7	3	COMET	??????????	FAIL
TRAINER_LEADER_BLAINE_7	4	SIMMER	??????????	FAIL
TRAINER_LEADER_BLAINE_7	5	KETTLE	??????????	FAIL
TRAINER_LEADER_BLAINE_7	6	FAHRENHEIT	??????????	FAIL
TRAINER_LEADER_SABRINA_2	1	WISP	WISP	PASS
TRAINER_LEADER_SABRINA_2	2	SAGE	SAGE	PASS
TRAINER_LEADER_SABRINA_2	3	REVERIE	REVERIE	PASS
TRAINER_LEADER_SABRINA_3	1	SAGE	SAGE	PASS
TRAINER_LEADER_SABRINA_3	2	REVERIE	REVERIE	PASS
TRAINER_LEADER_SABRINA_3	3	WISP	WISP	PASS
TRAINER_PSYCHIC_DARIO	1	SAGE	??????????	FAIL
TRAINER_PSYCHIC_DARIO	2	REVERIE	??????????	FAIL
TRAINER_PSYCHIC_DARIO	3	WISP	??????????	FAIL
TRAINER_PSYCHIC_DARIO	4	ORACLE	??????????	FAIL
TRAINER_PSYCHIC_RODETTE	1	SAGE	SAGE	PASS
TRAINER_PSYCHIC_RODETTE	2	REVERIE	REVERIE	PASS
TRAINER_PSYCHIC_RODETTE	3	WISP	WISP	PASS
TRAINER_PSYCHIC_RODETTE	4	ORACLE	ORACLE	PASS
TRAINER_PSYCHIC_RODETTE	5	ECHO	ECHO	PASS
TRAINER_PSYCHIC_DARIO_2	1	SAGE	SAGE	PASS
TRAINER_PSYCHIC_DARIO_2	2	REVERIE	REVERIE	PASS
TRAINER_PSYCHIC_DARIO_2	3	ORACLE	ORACLE	PASS
TRAINER_PSYCHIC_DARIO_2	4	LUCID	LUCID	PASS
TRAINER_PSYCHIC_DARIO_2	5	WISP	WISP	PASS
TRAINER_PSYCHIC_RODETTE_2	1	SAGE	SAGE	PASS
TRAINER_PSYCHIC_RODETTE_2	2	REVERIE	REVERIE	PASS
TRAINER_PSYCHIC_RODETTE_2	3	ORACLE	ORACLE	PASS
TRAINER_PSYCHIC_RODETTE_2	4	ECHO	ECHO	PASS
TRAINER_PSYCHIC_RODETTE_2	5	ORBIT	ORBIT	PASS
TRAINER_PSYCHIC_RODETTE_2	6	SOLACE	SOLACE	PASS
TRAINER_ROCKET_LEAGUE_CHAMPION_GIOVANNI	1	VELVET	??????????	FAIL
TRAINER_ROCKET_LEAGUE_CHAMPION_GIOVANNI	2	VESPER	??????????	FAIL
TRAINER_ROCKET_LEAGUE_CHAMPION_GIOVANNI	3	CAPO	??????????	FAIL
TRAINER_ROCKET_LEAGUE_CHAMPION_GIOVANNI	4	REGINA	??????????	FAIL
TRAINER_ROCKET_LEAGUE_CHAMPION_GIOVANNI	5	REX	??????????	FAIL
TRAINER_ROCKET_LEAGUE_CHAMPION_GIOVANNI	6	BASTION	??????????	FAIL
SILPH_GIOVANNI	1	PERSIAN	??????????	FAIL
SILPH_GIOVANNI	2	KANGASKHAN	??????????	FAIL
SILPH_GIOVANNI	3	NIDOQUEEN	??????????	FAIL
SILPH_GIOVANNI	4	NIDOKING	??????????	FAIL
SILPH_GIOVANNI	5	GYARADOS	??????????	FAIL
SILPH_GIOVANNI	6	RHYDON	??????????	FAIL
