TRAINER_LEADER_MISTY_1	2	BEACON	BEACON	PASS
TRAINER_LEADER_MISTY_2	1	BEACON	BEACON	PASS
TRAINER_LEADER_MISTY_2	2	PUDDLES	PUDDLES	PASS
TRAINER_LEADER_MISTY_2	3	TWINKLE	TWINKLE	PASS
TRAINER_LEADER_MISTY_3	1	TWINKLE	??????????	FAIL
TRAINER_LEADER_MISTY_3	2	PUDDLES	??????????	FAIL
TRAINER_LEADER_MISTY_3	3	BEACON	??????????	FAIL
TRAINER_LEADER_MISTY_4	1	TWINKLE	TWINKLE	PASS
TRAINER_LEADER_MISTY_4	2	BEACON	BEACON	PASS
TRAINER_LEADER_MISTY_4	3	PUDDLES	PUDDLES	PASS
TRAINER_LEADER_MISTY_4	4	SKIPPER	SKIPPER	PASS
TRAINER_LEADER_MISTY_5	1	SKIPPER	SKIPPER	PASS
TRAINER_LEADER_MISTY_5	2	DUCKY	DUCKY	PASS
TRAINER_LEADER_MISTY_5	3	PUDDLES	PUDDLES	PASS
TRAINER_LEADER_MISTY_5	4	BEACON	BEACON	PASS
TRAINER_LEADER_MISTY_5	5	TWINKLE	TWINKLE	PASS
TRAINER_LEADER_MISTY_6	1	TWINKLE	TWINKLE	PASS
TRAINER_LEADER_MISTY_6	2	DUCKY	DUCKY	PASS
TRAINER_LEADER_MISTY_6	3	PUDDLES	PUDDLES	PASS
TRAINER_LEADER_MISTY_6	4	RIBBONS	RIBBONS	PASS
TRAINER_LEADER_MISTY_6	5	BEACON	BEACON	PASS
TRAINER_LEADER_MISTY_7	1	RIBBONS	RIBBONS	PASS
TRAINER_LEADER_MISTY_7	2	BEACON	BEACON	PASS
TRAINER_LEADER_MISTY_7	3	DUCKY	DUCKY	PASS
TRAINER_LEADER_MISTY_7	4	PUDDLES	PUDDLES	PASS
TRAINER_LEADER_MISTY_7	5	TWINKLE	TWINKLE	PASS
TRAINER_LEADER_MISTY_7	6	SKIPPER	SKIPPER	PASS
TRAINER_LEADER_LT_SURGE_1	1	SPARKY	SPARKY	PASS
TRAINER_LEADER_LT_SURGE_1	2	FUSE	FUSE	PASS
TRAINER_LEADER_ERIKA_1	1	HONEY	??????????	FAIL
TRAINER_LEADER_ERIKA_1	2	DAHLIA	??????????	FAIL
TRAINER_LEADER_ERIKA_2	1	DAHLIA	DAHLIA	PASS
TRAINER_LEADER_ERIKA_2	2	HONEY	HONEY	PASS
TRAINER_LEADER_ERIKA_2	3	TANGLE	TANGLE	PASS
TRAINER_LEADER_ERIKA_3	1	HONEY	HONEY	PASS
TRAINER_LEADER_ERIKA_3	2	DAHLIA	DAHLIA	PASS
TRAINER_LEADER_ERIKA_3	3	TANGLE	TANGLE	PASS
TRAINER_LEADER_ERIKA_4	1	HONEY	HONEY	PASS
TRAINER_LEADER_ERIKA_4	2	TANGLE	TANGLE	PASS
TRAINER_LEADER_ERIKA_4	3	DAHLIA	DAHLIA	PASS
TRAINER_LEADER_ERIKA_4	4	BONSAI	BONSAI	PASS
TRAINER_LEADER_ERIKA_5	1	MARIGOLD	MARIGOLD	PASS
TRAINER_LEADER_ERIKA_5	2	BONSAI	BONSAI	PASS
TRAINER_LEADER_ERIKA_5	3	MAPLE	MAPLE	PASS
TRAINER_LEADER_ERIKA_5	4	HONEY	HONEY	PASS
TRAINER_LEADER_ERIKA_5	5	TANGLE	TANGLE	PASS
TRAINER_LEADER_ERIKA_6	1	BONSAI	BONSAI	PASS
TRAINER_LEADER_ERIKA_6	2	MAPLE	MAPLE	PASS
TRAINER_LEADER_ERIKA_6	3	HONEY	HONEY	PASS
TRAINER_LEADER_ERIKA_6	4	DAHLIA	DAHLIA	PASS
TRAINER_LEADER_ERIKA_6	5	TANGLE	TANGLE	PASS
TRAINER_LEADER_ERIKA_7	1	MAPLE	MAPLE	PASS
TRAINER_LEADER_ERIKA_7	2	BONSAI	BONSAI	PASS
TRAINER_LEADER_ERIKA_7	3	MARIGOLD	MARIGOLD	PASS
TRAINER_LEADER_ERIKA_7	4	HONEY	HONEY	PASS
TRAINER_LEADER_ERIKA_7	5	DAHLIA	DAHLIA	PASS
TRAINER_LEADER_ERIKA_7	6	TANGLE	TANGLE	PASS
TRAINER_LEADER_KOGA_1	1	HAZE	HAZE	PASS
TRAINER_LEADER_KOGA_1	2	INK	INK	PASS
TRAINER_LEADER_BLAINE_1	1	EMBER	EMBER	PASS
TRAINER_LEADER_BLAINE_1	2	BUNSEN	BUNSEN	PASS
TRAINER_LEADER_SABRINA_1	1	SAGE	SAGE	PASS
TRAINER_LEADER_SABRINA_1	2	REVERIE	REVERIE	PASS
TRAINER_CHANNELER_1	1	CADET	CADET	PASS
TRAINER_CHANNELER_1	2	SPARKY	SPARKY	PASS
TRAINER_CHANNELER_1	3	FUSE	FUSE	PASS
TRAINER_CHANNELER_2	1	SPARKY	SPARKY	PASS
TRAINER_CHANNELER_2	2	BOOST	BOOST	PASS
TRAINER_CHANNELER_2	3	RIVET	RIVET	PASS
TRAINER_CHANNELER_3	1	SPARKY	SPARKY	PASS
TRAINER_CHANNELER_3	2	SARGE	SARGE	PASS
TRAINER_CHANNELER_3	3	FUSE	FUSE	PASS
TRAINER_CHANNELER_3	4	RIVET	RIVET	PASS
