14-route9-east	3,19	52,22	4	40	15	15	1143	1143	PASS
15-route16-cyclists	3,26	12,18	0	0	0	0	1100	ffff	FIXED
15-route16-cyclists	3,26	12,18	1	53	11	11	1126	ffff	FIXED
15-route16-cyclists	3,26	12,18	2	186	11	11	1126	ffff	FIXED
15-route16-cyclists	3,26	12,18	3	186	11	11	1126	ffff	FIXED
15-route16-cyclists	3,26	12,18	4	53	11	11	1126	ffff	FIXED
15-route16-cyclists	3,26	12,18	5	191	2	2	1103	ffff	FIXED
15-route16-cyclists	3,26	12,18	6	191	2	2	1103	ffff	FIXED
16-route23-ace-pair	3,35	10,53	0	0	0	0	1100	ffff	FIXED
16-route23-ace-pair	3,35	10,53	1	60	2	2	1103	ffff	FIXED
16-route23-ace-pair	3,35	10,53	2	41	15	13	1146	1146	PASS
16-route23-ace-pair	3,35	10,53	3	42	15	13	1146	1146	PASS
16-route23-ace-pair	3,35	10,53	4	42	15	13	1146	1146	PASS
17-route23-ace-f	3,35	12,80	0	2	0	0	1100	ffff	FIXED
17-route23-ace-f	3,35	12,80	1	41	15	13	1146	1146	PASS
18-ssanne-pair	1,15	4,5	0	0	0	0	1100	ffff	FIXED
18-ssanne-pair	1,15	4,5	1	23	4	4	1105	ffff	FIXED
18-ssanne-pair	1,15	4,5	2	29	2	2	1103	ffff	FIXED
18-ssanne-pair	1,15	4,5	3	198	15	13	112c	112c	PASS
19-ssanne-deck	1,9	10,10	0	0	0	0	1100	ffff	FIXED
19-ssanne-deck	1,9	10,10	1	62	3	3	1104	ffff	FIXED
19-ssanne-deck	1,9	10,10	2	30	5	5	1106	ffff	FIXED
19-ssanne-deck	1,9	10,10	3	62	3	3	1104	ffff	FIXED
19-ssanne-deck	1,9	10,10	4	62	3	3	1104	ffff	FIXED
19-ssanne-deck	1,9	10,10	5	18	15	13	1139	1139	PASS
20-powerplant-electricians	1,87	17,19	0	0	0	0	1100	ffff	FIXED
20-powerplant-electricians	1,87	17,19	1	92	5	5	1106	ffff	FIXED
20-powerplant-electricians	1,87	17,19	2	187	15	13	1131	1131	PASS
20-powerplant-electricians	1,87	17,19	3	26	2	2	113e	ffff	FIXED
20-powerplant-electricians	1,87	17,19	4	26	2	2	113e	ffff	FIXED
21-powerplant-scientists	1,87	39,17	0	0	0	0	1100	ffff	FIXED
21-powerplant-scientists	1,87	39,17	1	92	5	5	1106	ffff	FIXED
21-powerplant-scientists	1,87	39,17	2	55	15	13	1135	1135	PASS
22-route19-shore	3,30	11,10	0	0	0	0	1100	ffff	FIXED
22-route19-shore	3,30	11,10	1	45	5	5	1106	ffff	FIXED
22-route19-shore	3,30	11,10	2	43	5	5	1106	ffff	FIXED
23-route19-swimmers	3,30	11,42	0	2	0	0	1100	ffff	FIXED
23-route19-swimmers	3,30	11,42	1	44	4	4	1137	ffff	FIXED
23-route19-swimmers	3,30	11,42	2	44	4	4	1137	ffff	FIXED
23-route19-swimmers	3,30	11,42	3	44	4	4	1137	ffff	FIXED
23-route19-swimmers	3,30	11,42	4	36	2	2	1103	ffff	FIXED
24-rocket-lobby	2,1	8,10	0	0	0	0	1100	ffff	FIXED
24-rocket-lobby	2,1	8,10	1	197	10	10	1120	ffff	FIXED
24-rocket-lobby	2,1	8,10	2	67	5	5	1106	ffff	FIXED
24-rocket-lobby	2,1	8,10	3	47	5	5	1106	ffff	FIXED
24-rocket-lobby	2,1	8,10	4	66	5	5	1106	ffff	FIXED
24-rocket-lobby	2,1	8,10	5	50	5	5	1106	ffff	FIXED
24-rocket-lobby	2,1	8,10	6	49	5	5	1106	ffff	FIXED
25-lab-return	4,3	6,9	0	0	0	0	1100	ffff	FIXED
25-lab-return	4,3	6,9	1	55	15	13	1135	1135	PASS
25-lab-return	4,3	6,9	2	48	4	4	1105	ffff	FIXED
25-lab-return	4,3	6,9	3	55	15	13	1135	1135	PASS
25-lab-return	4,3	6,9	4	71	10	10	111c	ffff	FIXED
25-lab-return	4,3	6,9	5	92	5	5	1106	ffff	FIXED
25-lab-return	4,3	6,9	6	58	5	5	1106	ffff	FIXED
26-dojo-martial-trainers	14,2	6,12	0	0	0	0	1100	ffff	FIXED
26-dojo-martial-trainers	14,2	6,12	1	54	15	13	1134	1134	PASS
26-dojo-martial-trainers	14,2	6,12	2	24	15	14	1144	1144	PASS
26-dojo-martial-trainers	14,2	6,12	3	54	15	13	1134	1134	PASS
26-dojo-martial-trainers	14,2	6,12	4	24	15	14	1144	1144	PASS
26-dojo-martial-trainers	14,2	6,12	5	54	15	13	1134	1134	PASS
26-dojo-martial-trainers	14,2	6,12	6	173	15	15	1132	1132	PASS
26-dojo-martial-trainers	14,2	6,12	7	54	15	13	1134	1134	PASS
26-dojo-martial-trainers	14,2	6,12	8	199	15	15	1132	1132	PASS
27-victoryroad-experts	1,40	12,19	0	0	0	0	1100	ffff	FIXED
27-victoryroad-experts	1,40	12,19	1	97	5	5	1106	ffff	FIXED
27-victoryroad-experts	1,40	12,19	2	97	5	5	1106	ffff	FIXED
27-victoryroad-experts	1,40	12,19	3	173	15	13	1132	1132	PASS
27-victoryroad-experts	1,40	12,19	4	199	15	13	1132	1132	PASS
28-volcano-kindlers-experts	2,5	42,28	0	0	0	0	1100	ffff	FIXED
28-volcano-kindlers-experts	2,5	42,28	1	97	5	0	1106	ffff	FIXED
28-volcano-kindlers-experts	2,5	42,28	2	97	5	0	1106	ffff	FIXED
28-volcano-kindlers-experts	2,5	42,28	3	173	15	0	1132	ffff	FAIL
28-volcano-kindlers-experts	2,5	42,28	4	199	15	0	1132	ffff	FAIL
29-volcano-corridor	2,9	27,11	0	0	0	0	1100	ffff	FIXED
29-volcano-corridor	2,9	27,11	1	177	15	13	112f	112f	PASS
29-volcano-corridor	2,9	27,11	2	177	15	13	112f	112f	PASS
30-route9-blackbelt	3,19	26,12	0	0	0	0	1100	ffff	FIXED
30-route9-blackbelt	3,19	26,12	1	54	15	13	1134	1134	PASS
31-route9-blackbelt-f	3,19	49,18	0	0	0	0	1100	ffff	FIXED
31-route9-blackbelt-f	3,19	49,18	1	24	15	13	1144	1144	PASS
31-route9-blackbelt-f	3,19	49,18	2	56	15	14	1130	1130	PASS
31-route9-blackbelt-f	3,19	49,18	3	39	15	15	1143	1143	PASS
31-route9-blackbelt-f	3,19	49,18	4	40	15	15	1143	1143	PASS
32-route23-ace-singles	3,35	16,48	0	0	0	0	1100	ffff	FIXED
32-route23-ace-singles	3,35	16,48	1	41	15	13	1146	1146	PASS
32-route23-ace-singles	3,35	16,48	2	41	15	13	1146	1146	PASS
32-route23-ace-singles	3,35	16,48	3	42	15	13	1146	1146	PASS
32-route23-ace-singles	3,35	16,48	4	42	15	13	1146	1146	PASS
33-volcano-recheck	2,5	42,28	0	0	0	0	1100	ffff	FIXED
33-volcano-recheck	2,5	42,28	1	41	15	0	1146	ffff	FAIL
33-volcano-recheck	2,5	42,28	2	41	15	0	1146	ffff	FAIL
33-volcano-recheck	2,5	42,28	3	42	15	0	1146	ffff	FAIL
33-volcano-recheck	2,5	42,28	4	42	15	0	1146	ffff	FAIL
34-volcano-corridor-recheck	2,9	27,11	0	0	0	0	1100	ffff	FIXED
34-volcano-corridor-recheck	2,9	27,11	1	177	15	13	112f	112f	PASS
34-volcano-corridor-recheck	2,9	27,11	2	177	15	13	112f	112f	PASS
35-lab-rival-ready	4,3	6,6	0	0	0	0	1100	ffff	FIXED
35-lab-rival-ready	4,3	6,6	1	55	15	13	1135	1135	PASS
35-lab-rival-ready	4,3	6,6	2	48	4	4	1105	ffff	FIXED
35-lab-rival-ready	4,3	6,6	3	55	15	13	1135	1135	PASS
35-lab-rival-ready	4,3	6,6	4	71	10	10	111c	ffff	FIXED
35-lab-rival-ready	4,3	6,6	5	92	5	5	1106	ffff	FIXED
35-lab-rival-ready	4,3	6,6	6	58	5	5	1106	ffff	FIXED
36-lab-rival-revealed	4,3	6,6	0	0	0	0	1100	ffff	FIXED
36-lab-rival-revealed	4,3	6,6	1	55	15	13	1135	1135	PASS
36-lab-rival-revealed	4,3	6,6	2	48	4	4	1105	ffff	FIXED
36-lab-rival-revealed	4,3	6,6	3	55	15	13	1135	1135	PASS
36-lab-rival-revealed	4,3	6,6	4	71	10	10	111c	ffff	FIXED
36-lab-rival-revealed	4,3	6,6	5	92	5	5	1106	ffff	FIXED
36-lab-rival-revealed	4,3	6,6	6	58	5	5	1106	ffff	FIXED
36-lab-rival-revealed	4,3	6,6	7	72	15	14	112b	112b	PASS
38-lab-after-battle	4,3	6,6	0	0	0	0	1100	ffff	FIXED
38-lab-after-battle	4,3	6,6	1	55	15	13	1135	1135	PASS
38-lab-after-battle	4,3	6,6	2	48	4	4	1105	ffff	FIXED
38-lab-after-battle	4,3	6,6	3	55	15	13	1135	1135	PASS
38-lab-after-battle	4,3	6,6	4	71	10	10	111c	ffff	FIXED
38-lab-after-battle	4,3	6,6	5	92	5	5	1106	ffff	FIXED
38-lab-after-battle	4,3	6,6	6	58	5	5	1106	ffff	FIXED
38-lab-after-battle	4,3	6,6	7	72	15	14	112b	112b	PASS
39-volcano-settled	2,5	42,28	0	0	0	0	1100	ffff	FIXED
39-volcano-settled	2,5	42,28	1	177	15	13	112f	112f	PASS
39-volcano-settled	2,5	42,28	2	199	15	14	1132	1132	PASS
39-volcano-settled	2,5	42,28	3	173	15	14	1132	1132	PASS
39-volcano-settled	2,5	42,28	4	177	15	13	112f	112f	PASS
40-fuchsia-janine-visible	11,3	7,12	0	0	0	0	1100	ffff	FIXED
40-fuchsia-janine-visible	11,3	7,12	1	84	5	5	1106	ffff	FIXED
40-fuchsia-janine-visible	11,3	7,12	2	203	15	13	1141	1141	PASS
40-fuchsia-janine-visible	11,3	7,12	3	204	15	14	1145	1145	PASS
40-fuchsia-janine-visible	11,3	7,12	4	204	15	14	1145	1145	PASS
40-fuchsia-janine-visible	11,3	7,12	5	204	15	14	1145	1145	PASS
40-fuchsia-janine-visible	11,3	7,12	6	204	15	14	1145	1145	PASS
41-route9-day	3,19	52,22	0	0	0	0	1100	ffff	FIXED
41-route9-day	3,19	52,22	1	56	15	13	1130	1130	PASS
41-route9-day	3,19	52,22	2	24	15	14	1144	1144	PASS
41-route9-day	3,19	52,22	3	39	15	15	1143	1143	PASS
41-route9-day	3,19	52,22	4	40	15	15	1143	1143	PASS
42-route7-day-north	3,17	12,60	0	0	0	0	1100	ffff	FIXED
42-route7-day-north	3,17	12,60	1	18	15	13	1139	1139	PASS
42-route7-day-north	3,17	12,60	2	58	5	5	1106	ffff	FIXED
42-route7-day-north	3,17	12,60	3	29	2	2	1103	ffff	FIXED
42-route7-day-north	3,17	12,60	4	198	15	14	112c	112c	PASS
42-route7-day-north	3,17	12,60	5	22	15	13	1139	1139	PASS
43-route7-day-south	3,17	12,70	0	0	0	0	1100	ffff	FIXED
43-route7-day-south	3,17	12,70	4	198	15	14	112c	112c	PASS
43-route7-day-south	3,17	12,70	6	40	15	2	1143	ffff	FAIL
43-route7-day-south	3,17	12,70	7	202	15	2	1140	ffff	FAIL
44-route7-day-repeat	3,17	12,70	0	0	0	0	1100	ffff	FIXED
44-route7-day-repeat	3,17	12,70	4	198	15	14	112c	112c	PASS
44-route7-day-repeat	3,17	12,70	6	40	15	2	1143	ffff	FAIL
44-route7-day-repeat	3,17	12,70	7	202	15	2	1140	ffff	FAIL
45-fuchsia-janine-post-trial	11,3	7,12	0	0	0	0	1100	ffff	FIXED
45-fuchsia-janine-post-trial	11,3	7,12	1	84	5	5	1106	ffff	FIXED
45-fuchsia-janine-post-trial	11,3	7,12	2	203	15	13	1141	1141	PASS
45-fuchsia-janine-post-trial	11,3	7,12	3	204	15	14	1145	1145	PASS
45-fuchsia-janine-post-trial	11,3	7,12	4	204	15	14	1145	1145	PASS
45-fuchsia-janine-post-trial	11,3	7,12	5	204	15	14	1145	1145	PASS
45-fuchsia-janine-post-trial	11,3	7,12	6	204	15	14	1145	1145	PASS
46-route9-east-walk	3,19	52,22	0	0	0	0	1100	ffff	FIXED
46-route9-east-walk	3,19	52,22	1	56	15	13	1130	1130	PASS
46-route9-east-walk	3,19	52,22	2	24	15	14	1144	1144	PASS
46-route9-east-walk	3,19	52,22	3	39	15	15	1143	1143	PASS
46-route9-east-walk	3,19	52,22	4	40	15	15	1143	1143	PASS
47-route9-west-walk	3,19	50,22	0	0	0	0	1100	ffff	FIXED
47-route9-west-walk	3,19	50,22	2	24	15	14	1144	1144	PASS
47-route9-west-walk	3,19	50,22	3	39	15	15	1143	1143	PASS
47-route9-west-walk	3,19	50,22	4	40	15	15	1143	1143	PASS
48-route9-repeat	3,19	52,22	0	0	0	0	1100	ffff	FIXED
48-route9-repeat	3,19	52,22	1	56	15	13	1130	1130	PASS
48-route9-repeat	3,19	52,22	2	24	15	14	1144	1144	PASS
48-route9-repeat	3,19	52,22	3	39	15	15	1143	1143	PASS
48-route9-repeat	3,19	52,22	4	40	15	15	1143	1143	PASS
49-fuchsia-janine-settled	11,3	7,12	0	0	0	0	1100	ffff	FIXED
49-fuchsia-janine-settled	11,3	7,12	1	84	5	5	1106	ffff	FIXED
49-fuchsia-janine-settled	11,3	7,12	2	203	15	13	1141	1141	PASS
49-fuchsia-janine-settled	11,3	7,12	3	204	15	14	1145	1145	PASS
49-fuchsia-janine-settled	11,3	7,12	4	204	15	14	1145	1145	PASS
49-fuchsia-janine-settled	11,3	7,12	5	204	15	14	1145	1145	PASS
49-fuchsia-janine-settled	11,3	7,12	6	204	15	14	1145	1145	PASS
